Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,year,month
500,CA-2015-186159,05/12/2015,06/12/2015,Same Day,LH-16900,Lena Hernandez,Consumer,United States,Chicago,Illinois,60610,Central,TEC-MA-19851721,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2651.225,2015,12
501,US-2018-131148,16/11/2018,20/11/2018,First Class,LH-16900,Lena Hernandez,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-18965341,Office Supplies,Paper,Southworth 25 Cotton Antique Laid Paper and Envelopes,1383.479,2018,11
502,US-2015-152990,29/03/2015,01/04/2015,Same Day,AS-10225,Alan Schoenberger,Corporate,United States,Fremont,Nebraska,91067,Central,TEC-MA-15077736,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,474.629,2015,3
503,US-2016-126475,27/02/2016,04/03/2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Great Falls,Montana,95162,West,FUR-FU-13203013,Furniture,Furnishings,Aluminum Document Frame,2694.485,2016,2
504,US-2016-158400,30/08/2016,30/08/2016,Same Day,TB-21520,Tracy Blumstein,Consumer,United States,Salem,Oregon,73576,West,OFF-BI-19818467,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1033.32,2016,8
505,CA-2018-152386,27/01/2018,29/01/2018,First Class,EH-13945,Eric Hoffmann,Consumer,United States,Independence,Missouri,85846,Central,TEC-MA-18178834,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2069.455,2018,1
506,CA-2018-181618,29/04/2018,04/05/2018,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Chester,Pennsylvania,94974,East,OFF-AP-18301178,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,1214.981,2018,4
507,CA-2018-178918,11/01/2018,16/01/2018,Second Class,KH-16690,Kristen Hastings,Corporate,United States,Billings,Montana,67424,West,FUR-TA-15690043,Furniture,Tables,Chromcraft Rectangular Conference Tables,2503.767,2018,1
508,US-2018-116920,09/03/2018,14/03/2018,First Class,CL-12565,Clay Ludtke,Consumer,United States,Columbia,Maryland,91506,East,FUR-BO-18101545,Furniture,Bookcases,Bush Somerset Collection Bookcase,548.787,2018,3
509,CA-2018-107355,21/02/2018,24/02/2018,Same Day,TW-21025,Tamara Willingham,Home Office,United States,Parker,Colorado,16166,West,FUR-BO-15990202,Furniture,Bookcases,Sauder Barrister Bookcases,613.152,2018,2
510,CA-2015-119942,02/02/2015,07/02/2015,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Edmonds,Washington,39372,West,OFF-LA-15959954,Office Supplies,Labels,Avery 509,2695.792,2015,2
511,US-2017-166493,19/03/2017,24/03/2017,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10704130,Technology,Phones,GE 30524EE4,2205.482,2017,3
512,US-2016-149634,04/07/2016,09/07/2016,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Norman,Oklahoma,23014,Central,FUR-BO-12311438,Furniture,Bookcases,Sauder Barrister Bookcases,708.212,2016,7
513,CA-2018-119871,04/01/2018,10/01/2018,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-14117989,Office Supplies,Fasteners,Staples,1854.717,2018,1
514,CA-2016-184233,11/03/2016,14/03/2016,Same Day,CV-12805,Cynthia Voltz,Corporate,United States,Edmond,Oklahoma,57418,Central,FUR-FU-10166911,Furniture,Furnishings,Coloredge Poster Frame,1811.686,2016,3
515,CA-2015-151856,13/02/2015,17/02/2015,First Class,PA-19060,Pete Armstrong,Home Office,United States,Salt Lake City,Utah,61546,West,FUR-TA-10969887,Furniture,Tables,Chromcraft Rectangular Conference Tables,3430.205,2015,2
516,CA-2017-125144,03/08/2017,05/08/2017,Same Day,KH-16690,Kristen Hastings,Corporate,United States,Hartford,Connecticut,46671,East,TEC-AC-17485810,Technology,Accessories,Microsoft Arc Touch Mouse,3106.754,2017,8
517,CA-2018-117790,24/12/2018,29/12/2018,First Class,HK-14890,Heather Kirkland,Corporate,United States,Phoenix,Arizona,85023,West,TEC-MA-12114023,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1893.684,2018,12
518,CA-2016-136302,17/02/2016,21/02/2016,First Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,90036,West,TEC-MA-15099302,Technology,Machines,Canon imageCLASS MF7460,3454.368,2016,2
519,CA-2015-180980,31/01/2015,04/02/2015,First Class,AH-10210,Alan Hwang,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-19603870,Furniture,Furnishings,Howard Miller 13.75 Diameter Brushed Chrome Round Wall Clock,1587.109,2015,1
520,CA-2016-160762,24/10/2016,29/10/2016,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Toledo,Ohio,59501,East,TEC-AC-15500359,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,675.558,2016,10
521,CA-2017-128152,21/08/2017,27/08/2017,Standard Class,DB-13120,David Bremer,Corporate,United States,Kansas City,Missouri,22091,Central,FUR-FU-17990200,Furniture,Furnishings,Coloredge Poster Frame,1293.791,2017,8
522,US-2018-166294,29/10/2018,31/10/2018,Same Day,JH-15985,Joseph Holt,Consumer,United States,Independence,Missouri,74165,Central,TEC-CO-12421727,Technology,Copiers,Canon PC1080F Personal Copier,2489.605,2018,10
523,US-2016-108804,26/12/2016,01/01/2017,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Evanston,Illinois,30557,Central,TEC-MA-16855503,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,1294.812,2016,12
524,CA-2017-140306,21/01/2017,24/01/2017,Second Class,RB-19465,Rick Bensley,Home Office,United States,Norwich,Connecticut,48532,East,OFF-BI-12384710,Office Supplies,Binders,Wilson Jones Custom Binder Spines and Labels,1477.306,2017,1
525,CA-2017-163068,26/05/2017,30/05/2017,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-17005748,Office Supplies,Paper,Xerox 1967,1981.042,2017,5
526,CA-2017-114707,13/07/2017,14/07/2017,Same Day,AB-10060,Adam Bellavance,Home Office,United States,Billings,Montana,97453,West,OFF-ST-11498456,Office Supplies,Storage,Eldon Portable Mobile Manager,2326.429,2017,7
527,CA-2018-119871,18/07/2018,24/07/2018,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Birmingham,Alabama,46356,South,TEC-PH-10416143,Technology,Phones,AT&T TR1909W,2786.963,2018,7
528,CA-2017-123559,15/10/2017,20/10/2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,Jackson,Mississippi,72368,South,TEC-PH-18923120,Technology,Phones,Cisco SPA 501G IP Phone,963.819,2017,10
529,US-2016-154386,05/05/2016,05/05/2016,Same Day,FH-14365,Fred Hopkins,Corporate,United States,Wilmington,Delaware,74418,East,FUR-BO-13028421,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases,1848.6,2016,5
530,CA-2018-126518,12/05/2018,17/05/2018,Standard Class,EB-13870,Emily Burns,Consumer,United States,Tucson,Arizona,33942,West,OFF-PA-15147152,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper,2375.773,2018,5
531,CA-2015-133807,11/11/2015,14/11/2015,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Waynesboro,Virginia,22942,South,OFF-ST-15439471,Office Supplies,Storage,SAFCO Boltless Steel Shelving,2897.439,2015,11
532,CA-2015-108305,27/01/2015,31/01/2015,Second Class,LC-16885,Lena Creighton,Consumer,United States,Billings,Montana,25083,West,OFF-BI-17798444,Office Supplies,Binders,GBC VeloBinder Manual Binding System,230.973,2015,1
533,CA-2015-103495,28/07/2015,31/07/2015,Second Class,SH-19975,Sally Hughsby,Corporate,United States,Greensboro,North Carolina,95400,South,FUR-BO-16824064,Furniture,Bookcases,O Sullivan Living Dimensions 2-Shelf Bookcases,2962.28,2015,7
534,CA-2016-132600,13/03/2016,16/03/2016,First Class,NP-18670,Nora Paige,Consumer,United States,Norman,Oklahoma,15477,Central,FUR-FU-14852800,Furniture,Furnishings,Aluminum Document Frame,587.501,2016,3
535,CA-2015-144914,04/09/2015,08/09/2015,First Class,RB-19795,Ross Baird,Home Office,United States,Urbandale,Iowa,37886,Central,TEC-MA-12708116,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,1971.659,2015,9
536,CA-2017-194188,15/02/2017,15/02/2017,Same Day,SN-20710,Steve Nguyen,Home Office,United States,Wilmington,Delaware,90012,East,TEC-MA-14384902,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2477.724,2017,2
537,US-2017-114777,06/05/2017,10/05/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Des Moines,Iowa,27527,Central,TEC-PH-17994829,Technology,Phones,GE 30524EE4,35.506,2017,5
538,CA-2016-154386,30/07/2016,02/08/2016,Same Day,FH-14365,Fred Hopkins,Corporate,United States,Fort Worth,Texas,14056,South,TEC-CO-15922268,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1318.565,2016,7
539,CA-2017-190710,18/07/2017,21/07/2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Des Moines,Iowa,68271,Central,FUR-TA-14716653,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,2482.774,2017,7
540,CA-2016-128080,16/02/2016,19/02/2016,First Class,AA-10375,Allen Armold,Consumer,United States,Des Moines,Iowa,46799,Central,OFF-AR-13289790,Office Supplies,Art,Newell 322,2235.249,2016,2
541,CA-2015-137409,23/05/2015,24/05/2015,Same Day,BS-11755,Bruce Stewart,Consumer,United States,Portland,Oregon,97206,West,FUR-CH-14355775,Furniture,Chairs,Hon 4700 Series Task Chair,2994.465,2015,5
542,US-2017-153330,09/04/2017,16/04/2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,Aurora,Illinois,94012,Central,TEC-PH-17256954,Technology,Phones,Panasonic Kx-TS550,2381.247,2017,4
543,CA-2018-178918,11/09/2018,13/09/2018,First Class,KH-16690,Kristen Hastings,Corporate,United States,San Diego,California,92105,West,TEC-CO-10086558,Technology,Copiers,Sharp AL-1530CS Digital Copier,1172.801,2018,9
544,CA-2015-156616,26/04/2015,26/04/2015,Same Day,NP-18670,Nora Paige,Consumer,United States,Salem,Oregon,50737,West,FUR-CH-18052500,Furniture,Chairs,Global Deluxe High-Back Manager Chair,2074.673,2015,4
545,CA-2017-112539,09/05/2017,12/05/2017,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Las Vegas,Nevada,53724,West,TEC-AC-17357303,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,2027.113,2017,5
546,US-2015-196447,01/02/2015,09/02/2015,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Atlanta,Georgia,30318,South,FUR-BO-17245056,Furniture,Bookcases,O Sullivan Living Dimensions 2-Shelf Bookcases,2372.12,2015,2
547,CA-2015-144514,31/05/2015,03/06/2015,Same Day,EB-13870,Emily Burns,Consumer,United States,Indianapolis,Indiana,47201,Central,OFF-AP-11699161,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,2365.865,2015,5
548,CA-2015-136509,21/08/2015,24/08/2015,First Class,EH-13945,Eric Hoffmann,Consumer,United States,Fort Lauderdale,Florida,18853,South,TEC-AC-12113620,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,898.489,2015,8
549,CA-2018-140788,04/09/2018,05/09/2018,Same Day,NP-18670,Nora Paige,Consumer,United States,Los Angeles,California,90036,West,OFF-FA-16001942,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,1894.921,2018,9
550,CA-2016-166467,16/03/2016,18/03/2016,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Lowell,Massachusetts,11059,East,TEC-AC-13982698,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,1958.956,2016,3
551,CA-2015-104799,05/08/2015,08/08/2015,First Class,JM-15265,Janet Molinari,Corporate,United States,Vancouver,Washington,34819,West,TEC-CO-15555698,Technology,Copiers,Hewlett Packard 610 Color Digital Copier/Printer,1982.207,2015,8
552,CA-2017-111542,12/11/2017,17/11/2017,First Class,KM-16720,Kunst Miller,Consumer,United States,Marysville,Washington,15530,West,OFF-AR-13741740,Office Supplies,Art,Newell 322,1633.946,2017,11
553,US-2016-146908,02/05/2016,04/05/2016,Same Day,LS-16975,Lindsay Shagiari,Home Office,United States,Evansville,Indiana,34149,Central,FUR-BO-11237003,Furniture,Bookcases,Bush Somerset Collection Bookcase,404.932,2016,5
554,CA-2017-183320,14/08/2017,19/08/2017,Second Class,IM-15070,Irene Maddox,Consumer,United States,Raleigh,North Carolina,47237,South,FUR-TA-12924009,Furniture,Tables,Bush Advantage Collection Round Conference Table,1941.658,2017,8
555,CA-2016-138890,10/04/2016,16/04/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Lakeland,Florida,98795,South,FUR-FU-15677129,Furniture,Furnishings,Eldon Wave Desk Accessories,1069.143,2016,4
556,CA-2016-188587,08/07/2016,11/07/2016,First Class,CC-12670,Craig Carreira,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-18934785,Furniture,Tables,KI Conference Tables,1311.145,2016,7
557,CA-2018-116575,22/11/2018,25/11/2018,Second Class,AB-10060,Adam Bellavance,Home Office,United States,Tucson,Arizona,52949,West,FUR-CH-14698850,Furniture,Chairs,Global Ergonomic Managers Chair,3389.408,2018,11
558,CA-2018-161498,18/04/2018,26/04/2018,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Warner Robins,Georgia,94550,South,TEC-MA-18705569,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1127.737,2018,4
559,CA-2017-112539,27/09/2017,30/09/2017,Same Day,GM-14455,Gary Mitchum,Home Office,United States,Wilmington,Delaware,37158,East,FUR-TA-13932320,Furniture,Tables,Bevis Boat-Shaped Conference Table,1072.385,2017,9
560,US-2018-176541,20/10/2018,25/10/2018,Second Class,KD-16270,Karen Daniels,Consumer,United States,Atlanta,Georgia,30318,South,OFF-SU-13861738,Office Supplies,Supplies,Staple remover,1793.893,2018,10
561,CA-2017-158447,07/08/2017,10/08/2017,Same Day,AG-10270,Alejandro Grove,Consumer,United States,Cedar Rapids,Iowa,51552,Central,OFF-FA-13012613,Office Supplies,Fasteners,Advantus Push Pins,931.156,2017,8
562,CA-2015-151788,03/07/2015,10/07/2015,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Springfield,Virginia,22898,South,FUR-CH-10642255,Furniture,Chairs,Novimex Swivel Fabric Task Chair,1169.485,2015,7
563,CA-2017-123559,09/05/2017,13/05/2017,First Class,DP-13000,Darren Powers,Consumer,United States,Phoenix,Arizona,85023,West,OFF-EN-16807497,Office Supplies,Envelopes,Colored Envelopes,2652.806,2017,5
564,CA-2015-111255,30/08/2015,05/09/2015,Second Class,AA-10375,Allen Armold,Consumer,United States,Louisville,Colorado,40634,West,TEC-CO-15715319,Technology,Copiers,Hewlett Packard 610 Color Digital Copier/Printer,659.087,2015,8
565,CA-2018-194510,18/04/2018,21/04/2018,Same Day,LC-17140,Logan Currie,Consumer,United States,Henderson,Kentucky,85695,South,FUR-BO-18385256,Furniture,Bookcases,Bush Somerset Collection Bookcase,2920.377,2018,4
566,CA-2017-153330,26/04/2017,29/04/2017,Same Day,RB-19795,Ross Baird,Home Office,United States,Norman,Oklahoma,52739,Central,TEC-PH-10540377,Technology,Phones,GE 30524EE4,539.612,2017,4
567,CA-2017-114777,18/10/2017,21/10/2017,Same Day,TB-21055,Ted Butterfield,Consumer,United States,Canton,Michigan,60650,Central,FUR-FU-15517042,Furniture,Furnishings,Eldon Wave Desk Accessories,1581.471,2017,10
568,CA-2017-109108,17/02/2017,20/02/2017,Second Class,DN-13690,Duane Noonan,Consumer,United States,Salinas,California,89084,West,OFF-BI-13338644,Office Supplies,Binders,Wilson Jones Custom Binder Spines and Labels,1351.858,2017,2
569,CA-2016-108804,29/04/2016,01/05/2016,First Class,GT-14755,Guy Thornton,Consumer,United States,Louisville,Kentucky,32521,South,OFF-FA-12634617,Office Supplies,Fasteners,Bagged Rubber Bands,453.724,2016,4
570,CA-2018-192281,02/09/2018,10/09/2018,Standard Class,TB-21055,Ted Butterfield,Consumer,United States,Colorado Springs,Colorado,66649,West,TEC-CO-19648432,Technology,Copiers,Canon PC1080F Personal Copier,2057.047,2018,9
571,CA-2018-174609,22/05/2018,25/05/2018,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Jackson,Michigan,62328,Central,TEC-AC-15517883,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,1611.796,2018,5
572,CA-2015-160008,16/02/2015,21/02/2015,First Class,BS-11590,Brendan Sweed,Corporate,United States,Wilmington,Delaware,64401,East,FUR-TA-17249042,Furniture,Tables,Chromcraft Rectangular Conference Tables,2307.462,2015,2
573,US-2015-148330,21/07/2015,27/07/2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,Boston,Massachusetts,38476,East,OFF-FA-12033912,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,370.076,2015,7
574,CA-2017-188647,29/07/2017,30/07/2017,Same Day,KD-16270,Karen Daniels,Consumer,United States,Sacramento,California,13501,West,FUR-FU-15765619,Furniture,Furnishings,Longer-Life Soft White Bulbs,2995.494,2017,7
575,CA-2018-149006,20/01/2018,27/01/2018,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Henderson,Nevada,73538,West,OFF-PA-19201104,Office Supplies,Paper,Xerox 1967,2498.108,2018,1
576,CA-2018-140441,13/03/2018,15/03/2018,Same Day,ES-14080,Erin Smith,Corporate,United States,Pasadena,California,23174,West,FUR-BO-18970002,Furniture,Bookcases,Bush Somerset Collection Bookcase,591.25,2018,3
577,CA-2015-145242,13/12/2015,16/12/2015,First Class,RB-19705,Roger Barcio,Home Office,United States,Cincinnati,Ohio,45231,East,TEC-AC-10801213,Technology,Accessories,Microsoft Arc Touch Mouse,2840.668,2015,12
578,US-2015-126212,19/07/2015,24/07/2015,First Class,HP-14815,Harold Pawlan,Home Office,United States,Lakeland,Florida,59465,South,FUR-TA-14002042,Furniture,Tables,Bush Advantage Collection Round Conference Table,1477.046,2015,7
579,CA-2015-112280,22/06/2015,25/06/2015,Second Class,JE-15745,Joel Eaton,Consumer,United States,Columbus,Georgia,43229,South,OFF-SU-15488523,Office Supplies,Supplies,Premier Automatic Letter Opener,2194.499,2015,6
580,CA-2016-177846,04/10/2016,07/10/2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,Denver,Colorado,80219,West,OFF-ST-16746781,Office Supplies,Storage,Fellowes Super Stor/Drawer,43.911,2016,10
581,CA-2016-138890,22/08/2016,25/08/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Hartford,Connecticut,18825,East,FUR-FU-18381494,Furniture,Furnishings,Howard Miller 13.75 Diameter Brushed Chrome Round Wall Clock,358.144,2016,8
582,US-2016-143922,08/05/2016,15/05/2016,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Rochester,Minnesota,32980,Central,TEC-MA-11132688,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,3192.537,2016,5
583,US-2018-107854,15/07/2018,18/07/2018,Second Class,AA-10375,Allen Armold,Consumer,United States,Jackson,Mississippi,50481,South,FUR-FU-11331937,Furniture,Furnishings,Coloredge Poster Frame,1746.545,2018,7
584,CA-2016-198167,18/03/2016,19/03/2016,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Greensboro,North Carolina,68160,South,TEC-MA-14666187,Technology,Machines,Canon imageCLASS MF7460,2754.824,2016,3
585,CA-2015-108305,24/09/2015,26/09/2015,Same Day,LC-16885,Lena Creighton,Consumer,United States,Cary,North Carolina,54922,South,FUR-TA-10907210,Furniture,Tables,Chromcraft Rectangular Conference Tables,2328.191,2015,9
586,US-2016-137230,17/12/2016,23/12/2016,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Akron,Ohio,92546,East,FUR-CH-18248388,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,675.244,2016,12
587,CA-2016-192202,14/04/2016,17/04/2016,Second Class,PO-18865,Patrick ODonnell,Consumer,United States,Parker,Colorado,20245,West,OFF-AP-12754127,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,858.748,2016,4
588,US-2016-163518,06/11/2016,11/11/2016,Second Class,HA-14920,Helen Andreada,Consumer,United States,New Albany,Indiana,73068,Central,FUR-BO-16337047,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases,1545.933,2016,11
589,US-2018-116575,21/03/2018,21/03/2018,Same Day,AB-10060,Adam Bellavance,Home Office,United States,Kansas City,Missouri,49351,Central,TEC-AC-12947745,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,1623.852,2018,3
590,US-2018-123338,26/05/2018,29/05/2018,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Toledo,Ohio,71506,East,FUR-TA-10070138,Furniture,Tables,KI Conference Tables,1753.448,2018,5
591,CA-2017-185979,09/09/2017,12/09/2017,Same Day,JM-15250,Janet Martin,Consumer,United States,Dover,Delaware,50345,East,TEC-PH-10651407,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,437.422,2017,9
592,US-2016-132053,09/04/2016,11/04/2016,Same Day,JL-15505,Jeremy Lonsdale,Consumer,United States,Baltimore,Maryland,17563,East,TEC-CO-14140479,Technology,Copiers,Hewlett Packard 610 Color Digital Copier/Printer,122.707,2016,4
593,CA-2017-183695,20/11/2017,26/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Rochester,Minnesota,42429,Central,TEC-AC-11958415,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,2256.102,2017,11
594,CA-2018-181618,23/07/2018,29/07/2018,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Orem,Utah,49612,West,TEC-CO-15167027,Technology,Copiers,Canon Image Class D660 Copier,2634.113,2018,7
595,US-2015-103495,25/02/2015,28/02/2015,First Class,SH-19975,Sally Hughsby,Corporate,United States,Orem,Utah,10841,West,FUR-FU-11625220,Furniture,Furnishings,Eldon Wave Desk Accessories,2437.716,2015,2
596,CA-2018-168674,02/12/2018,07/12/2018,First Class,ON-18715,Odella Nelson,Corporate,United States,Las Vegas,Nevada,27607,West,FUR-FU-18432459,Furniture,Furnishings,Coloredge Poster Frame,1578.411,2018,12
597,US-2016-111915,05/04/2016,08/04/2016,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Colorado Springs,Colorado,63581,West,OFF-PA-11338986,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper,1323.294,2016,4
598,CA-2017-198539,02/02/2017,04/02/2017,First Class,JH-15985,Joseph Holt,Consumer,United States,Billings,Montana,98185,West,FUR-CH-14464094,Furniture,Chairs,Global Deluxe High-Back Manager Chair,2329.297,2017,2
599,CA-2015-189372,19/02/2015,22/02/2015,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Baltimore,Maryland,54175,East,TEC-CO-16220742,Technology,Copiers,Sharp AL-1530CS Digital Copier,3498.059,2015,2
600,US-2016-105943,03/07/2016,06/07/2016,Same Day,JB-15925,Joni Blumstein,Consumer,United States,Richmond,Kentucky,23130,South,FUR-FU-12329735,Furniture,Furnishings,Longer-Life Soft White Bulbs,431.885,2016,7
601,US-2017-129135,25/12/2017,30/12/2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,Norman,Oklahoma,96537,Central,FUR-CH-15405343,Furniture,Chairs,Global Ergonomic Managers Chair,1261.999,2017,12
602,CA-2015-166132,16/06/2015,17/06/2015,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Gladstone,Missouri,90293,Central,FUR-BO-17988000,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases,3000.136,2015,6
603,US-2015-155724,17/07/2015,20/07/2015,First Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94110,West,FUR-BO-17831655,Furniture,Bookcases,O Sullivan Living Dimensions 2-Shelf Bookcases,1563.111,2015,7
604,CA-2015-150264,04/09/2015,08/09/2015,Second Class,KB-16600,Ken Brennan,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-15477774,Technology,Phones,AT&T TR1909W,772.875,2015,9
605,CA-2017-132858,07/12/2017,07/12/2017,Same Day,SC-20770,Stewart Carmichael,Corporate,United States,Great Falls,Montana,53620,West,FUR-CH-15758373,Furniture,Chairs,Global Ergonomic Managers Chair,2511.615,2017,12
606,CA-2018-137938,01/12/2018,02/12/2018,Same Day,JE-15745,Joel Eaton,Consumer,United States,Chester,Pennsylvania,21492,East,FUR-CH-19935475,Furniture,Chairs,Novimex Swivel Fabric Task Chair,2606.673,2018,12
607,CA-2015-196447,21/10/2015,24/10/2015,First Class,NK-18490,Neil Knudson,Home Office,United States,Decatur,Illinois,18111,Central,TEC-AC-17108481,Technology,Accessories,Microsoft Arc Touch Mouse,1278.853,2015,10
608,CA-2016-151502,23/09/2016,26/09/2016,Second Class,JM-15250,Janet Martin,Consumer,United States,Bossier City,Louisiana,51409,South,FUR-BO-18385800,Furniture,Bookcases,O Sullivan 4-Shelf Bookcase in Odessa Pine,517.694,2016,9
609,US-2017-125105,16/03/2017,23/03/2017,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Waynesboro,Virginia,92716,South,FUR-FU-16320122,Furniture,Furnishings,Howard Miller 13.75 Diameter Brushed Chrome Round Wall Clock,2836.115,2017,3
610,CA-2016-155514,17/04/2016,20/04/2016,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Billings,Montana,49203,West,TEC-AC-19192956,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,1479.686,2016,4
611,CA-2018-123338,28/06/2018,01/07/2018,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Springfield,Massachusetts,81828,East,OFF-PA-15426063,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper,2032.182,2018,6
612,CA-2015-128016,30/12/2015,04/01/2016,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Salem,Oregon,73234,West,OFF-ST-13659722,Office Supplies,Storage,Safco Industrial Wire Shelving,686.401,2015,12
613,US-2015-189372,05/07/2015,11/07/2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10880336,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector,1804.992,2015,7
614,CA-2017-144020,31/10/2017,01/11/2017,Same Day,AH-10210,Alan Hwang,Consumer,United States,Indianapolis,Indiana,47201,Central,FUR-FU-15078288,Furniture,Furnishings,Longer-Life Soft White Bulbs,3341.035,2017,10
615,CA-2018-115997,21/12/2018,29/12/2018,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Green Bay,Wisconsin,58145,Central,FUR-CH-11386418,Furniture,Chairs,Global Deluxe High-Back Manager Chair,2341.435,2018,12
616,US-2016-154496,12/01/2016,14/01/2016,Same Day,AS-10225,Alan Schoenberger,Corporate,United States,Jackson,Mississippi,60326,South,OFF-FA-19586888,Office Supplies,Fasteners,Staples,1139.651,2016,1
617,CA-2016-123680,26/07/2016,03/08/2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Canton,Michigan,86640,Central,TEC-PH-11968404,Technology,Phones,AT&T TR1909W,2433.865,2016,7
